Reaction,Order,Rall,R1,R2,Pall,P1,P2,P3,P4,Tmin,Tmax,A,n,Ea
(CH3)2CHCH2O2->.CH2CH(CH3)CH2OOH,1,(CH3)2CHCH2O2,(CH3)2CHCH2O2,,.CH2CH(CH3)CH2OOH,.CH2CH(CH3)CH2OOH,,,,300.0,1500.0,26900000000.0,1.30,90000.0
(CH3)2CHCH2O2->(CH3)2C(.)CH2OOH,1,(CH3)2CHCH2O2,(CH3)2CHCH2O2,,(CH3)2C(.)CH2OOH,(CH3)2C(.)CH2OOH,,,,300.0,1500.0,220000000000.0,0.80,113000.0
(CF3)3COOC(CF3)3->(CF3)3CO(.)+(CF3)3CO(.),1,(CF3)3COOC(CF3)3,(CF3)3COOC(CF3)3,,(CF3)3CO(.) | (CF3)3CO(.),(CF3)3CO(.),(CF3)3CO(.),,,381.0,422.0,1.58e+16, ,149000.0
HO2NO2->O2+HNO2,1,HO2NO2,HO2NO2,,O2 | HNO2,O2,HNO2,,,245.0,328.0,6.31e+17, ,109000.0
HO2NO2->HO2+NO2,2,HO2NO2,HO2NO2,,HO2 | NO2,HO2,NO2,,,260.0,300.0,4.1e-05, ,88100.0
CH3CH2CH(CH3)O->C2H5CHO+.CH3,1,CH3CH2CH(CH3)O,CH3CH2CH(CH3)O,,C2H5CHO | .CH3,C2H5CHO,.CH3,,,298.0,2000.0,275000000000000.0,-0.89,69200.0
CH3CH2CH(CH3)O->CH3CHO+.C2H5,1,CH3CH2CH(CH3)O,CH3CH2CH(CH3)O,,CH3CHO | .C2H5,CH3CHO,.C2H5,,,298.0,2000.0,8170000000000000.0,-2.76,58500.0
C6H5CH2O->C6H5CHOH,1,C6H5CH2O,C6H5CH2O,,C6H5CHOH,C6H5CHOH,,,,298.0,2000.0,635000000.0,4.26,83100.0
C6H5CH2O->Benzaldehyde+H.,1,C6H5CH2O,C6H5CH2O,,Benzaldehyde | H.,Benzaldehyde,H.,,,298.0,2000.0,1.41e+16,-5.08,93100.0
C6H5CH2O->Benzene+HCO,1,C6H5CH2O,C6H5CH2O,,Benzene | HCO,Benzene,HCO,,,298.0,2000.0,1.97e+17,-6.09,121000.0
C6H5CH2O->CH2O+Phenyl,1,C6H5CH2O,C6H5CH2O,,CH2O | Phenyl,CH2O,Phenyl,,,298.0,2000.0,3.11e+18,-6.21,154000.0
"C6H5CH2O->2,5-cyclohexadien-4-formyl-1-yl",1,C6H5CH2O,C6H5CH2O,,"2,5-cyclohexadien-4-formyl-1-yl","2,5-cyclohexadien-4-formyl-1-yl",,,,298.0,2000.0,564000000000.0,1.43,80600.0
"C6H5CH2O->1-oxaspiro[2.5]octa-4,7-dien-5-yl",1,C6H5CH2O,C6H5CH2O,,"1-oxaspiro[2.5]octa-4,7-dien-5-yl","1-oxaspiro[2.5]octa-4,7-dien-5-yl",,,,298.0,2000.0,1130000000000.0,0.40,46700.0
n-C5H11O.->CH2O+n-C4H9,1,n-C5H11O.,n-C5H11O.,,CH2O | n-C4H9,CH2O,n-C4H9,,,190.0,330.0,10000000000000.0, ,55600.0
n-C5H11O.->CH3CH(.)CH2CH2CH2OH,1,n-C5H11O.,n-C5H11O.,,CH3CH(.)CH2CH2CH2OH,CH3CH(.)CH2CH2CH2OH,,,,243.0,283.0,61000000000.0, ,24300.0
(CH3)2CHCH2O->CH2O+iso-C3H7,1,(CH3)2CHCH2O,(CH3)2CHCH2O,,CH2O | iso-C3H7,CH2O,iso-C3H7,,,298.0,2000.0,6310000000000000.0,-2.80,63800.0
(CH3)2CHCH2O->.CH2CH(CH3)CH2OH,1,(CH3)2CHCH2O,(CH3)2CHCH2O,,.CH2CH(CH3)CH2OH,.CH2CH(CH3)CH2OH,,,,200.0,2500.0,39200.0,7.84,19500.0
CH3CHClCH2C(O)CH3->CH3CH=CHC(=O)CH3 (unspecified)+HCl,1,CH3CHClCH2C(O)CH3,CH3CHClCH2C(O)CH3,,CH3CH=CHC(=O)CH3 (unspecified) | HCl,CH3CH=CHC(=O)CH3 (unspecified),HCl,,,608.0,663.0,1660000000000.0, ,186000.0
Cr(CO)5->CO+Cr(CO)4,2,Cr(CO)5,Cr(CO)5,,CO | Cr(CO)4,CO,Cr(CO)4,,,300.0,1000.0,424.0,-13.40,115000.0
(CH3)3SiCH2Si(CH3)2->(CH3)2Si=CH2+(CH3)3Si.,1,(CH3)3SiCH2Si(CH3)2,(CH3)3SiCH2Si(CH3)2,,(CH3)2Si=CH2 | (CH3)3Si.,(CH3)2Si=CH2,(CH3)3Si.,,,673.0,780.0,1000000000000000.0, ,191000.0
CHD2CD2Cl->C2D4+HCl,1,CHD2CD2Cl,CHD2CD2Cl,,C2D4 | HCl,C2D4,HCl,,,1030.0,1260.0,1.16, ,-4116.0
CHD2CD2Br->CD2=CDH+DBr,1,CHD2CD2Br,CHD2CD2Br,,CD2=CDH | DBr,CD2=CDH,DBr,,,950.0,1200.0,14100000000000.0, ,230000.0
CHD2CD2Br->C2D4+HBr,1,CHD2CD2Br,CHD2CD2Br,,C2D4 | HBr,C2D4,HBr,,,950.0,1200.0,15800000000000.0, ,228000.0
N=C-CH2CH2->CH2CHCN+H.,1,N=C-CH2CH2,N=C-CH2CH2,,CH2CHCN | H.,CH2CHCN,H.,,,1350.0,1950.0,30000000000000.0, ,167000.0
CH3CCl2F->CH2=CFCl+HCl,1,CH3CCl2F,CH3CCl2F,,CH2=CFCl | HCl,CH2=CFCl,HCl,,,650.0,700.0,105000000000000.0, ,239000.0
CHCl2C(O)OCH(CH3)2->CHCl2COOH+CH3CH=CH2,1,CHCl2C(O)OCH(CH3)2,CHCl2C(O)OCH(CH3)2,,CHCl2COOH | CH3CH=CH2,CHCl2COOH,CH3CH=CH2,,,566.0,599.0,6030000000000.0, ,176000.0
:GeH2->H.+GeH,1,:GeH2,:GeH2,,H. | GeH,H.,GeH,,,300.0,2200.0,1950000000000000.0,-0.37,301000.0
:GeH2->H2+Ge,2,:GeH2,:GeH2,,H2 | Ge,H2,Ge,,,1100.0,1700.0,7.13e-06,-3.06,176000.0
"Pyrimidine, 4-ethoxy-->C2H4+4(3H)-Pyrimidinone",1,"Pyrimidine, 4-ethoxy-","Pyrimidine, 4-ethoxy-",,C2H4 | 4(3H)-Pyrimidinone,C2H4,4(3H)-Pyrimidinone,,,650.0,723.0,15900000000000.0, ,209000.0
"2-Propenenitrile, 3-phenyl-, (Z)-->2-Propenenitrile, 3-phenyl-, (E)-",1,"2-Propenenitrile, 3-phenyl-, (Z)-","2-Propenenitrile, 3-phenyl-, (Z)-",,"2-Propenenitrile, 3-phenyl-, (E)-","2-Propenenitrile, 3-phenyl-, (E)-",,,,581.0,651.0,398000000000.0, ,192000.0
CH3OC(S)SCH(CH3)2->CH3CH=CH2+CH3OC(S)SH,1,CH3OC(S)SCH(CH3)2,CH3OC(S)SCH(CH3)2,,CH3CH=CH2 | CH3OC(S)SH,CH3CH=CH2,CH3OC(S)SH,,,580.0,630.0,740000000000.0, ,168000.0
"Cyclobutane, 1,1,3,3-tetramethyl-->iso-C4H8+iso-C4H8",1,"Cyclobutane, 1,1,3,3-tetramethyl-","Cyclobutane, 1,1,3,3-tetramethyl-",,iso-C4H8 | iso-C4H8,iso-C4H8,iso-C4H8,,,683.0,6800.0,2.04e+16, ,273000.0
(C6H5)3SiCH(C6H5)OC(O)CH3->(C6H5)2Si(OCOCH3)CH(C6H5)2,1,(C6H5)3SiCH(C6H5)OC(O)CH3,(C6H5)3SiCH(C6H5)OC(O)CH3,,(C6H5)2Si(OCOCH3)CH(C6H5)2,(C6H5)2Si(OCOCH3)CH(C6H5)2,,,,483.0,515.0,1260000000.0, ,126000.0
"2,4-Cyclohexadienone->2,5-Cyclohexadienone",1,"2,4-Cyclohexadienone","2,4-Cyclohexadienone",,"2,5-Cyclohexadienone","2,5-Cyclohexadienone",,,,300.0,2000.0,1200000000000.0,1.29,440000.0
"2,4-Cyclohexadienone->Phenol",1,"2,4-Cyclohexadienone","2,4-Cyclohexadienone",,Phenol,Phenol,,,,300.0,2000.0,1040000000000.0,0.86,214000.0
"2,4-Cyclohexadienone->cy-C6H6-O",1,"2,4-Cyclohexadienone","2,4-Cyclohexadienone",,cy-C6H6-O,cy-C6H6-O,,,,298.0,1800.0,1760000000000.0, ,213000.0
"2,4-Cyclohexadienone->CH2=CHCH=CHCH=C=O",1,"2,4-Cyclohexadienone","2,4-Cyclohexadienone",,CH2=CHCH=CHCH=C=O,CH2=CHCH=CHCH=C=O,,,,298.0,1800.0,9240000000000.0, ,102000.0
"2,4-Cyclohexadienone->cis-1,3-butadienyl-4-ketene",1,"2,4-Cyclohexadienone","2,4-Cyclohexadienone",,"cis-1,3-butadienyl-4-ketene","cis-1,3-butadienyl-4-ketene",,,,1000.0,2400.0,3.3e+34,-21.17,503000.0
(CH3)2C(NF2)N(O)NF->HF+N2O+CH3C(NF2)=CH2,1,(CH3)2C(NF2)N(O)NF,(CH3)2C(NF2)N(O)NF,,HF | N2O | CH3C(NF2)=CH2,HF,N2O,CH3C(NF2)=CH2,,384.0,444.0,3390000000000.0, ,127000.0
"Methyl, cyclopropyloxo-->CO+Cyclopropyl",1,"Methyl, cyclopropyloxo-","Methyl, cyclopropyloxo-",,CO | Cyclopropyl,CO,Cyclopropyl,,,411.0,459.0,501000000000.0, ,74900.0
(CH3)2CHC(.)(CH3)2->(CH3)2C=C(CH3)2+H.,1,(CH3)2CHC(.)(CH3)2,(CH3)2CHC(.)(CH3)2,,(CH3)2C=C(CH3)2 | H.,(CH3)2C=C(CH3)2,H.,,,753.0,813.0,63100000000000.0, ,149000.0
(CH3)2CHC(.)(CH3)2->(CH3)2C=CHCH3+.CH3,1,(CH3)2CHC(.)(CH3)2,(CH3)2CHC(.)(CH3)2,,(CH3)2C=CHCH3 | .CH3,(CH3)2C=CHCH3,.CH3,,,773.0,813.0,63100000000000.0, ,130000.0
(CH3)3CCH(CH3)CH2.->(CH3)3CCH=CH2+.CH3,1,(CH3)3CCH(CH3)CH2.,(CH3)3CCH(CH3)CH2.,,(CH3)3CCH=CH2 | .CH3,(CH3)3CCH=CH2,.CH3,,,700.0,800.0,63100000000000.0, ,130000.0
(CH3)3CCH(CH3)CH2.->CH3CH=CH2+tert-C4H9,1,(CH3)3CCH(CH3)CH2.,(CH3)3CCH(CH3)CH2.,,CH3CH=CH2 | tert-C4H9,CH3CH=CH2,tert-C4H9,,,700.0,800.0,63100000000000.0, ,111000.0
(CH3)3C-C(.)(CH3)2->iso-C4H8+iso-C3H7,1,(CH3)3C-C(.)(CH3)2,(CH3)3C-C(.)(CH3)2,,iso-C4H8 | iso-C3H7,iso-C4H8,iso-C3H7,,,700.0,800.0,63100000000000.0, ,114000.0
"Bicyclo[2.2.0]hexane, 1,4-dimethyl-->CH2=C(CH3)CH2CH2C(CH3)=CH2",1,"Bicyclo[2.2.0]hexane, 1,4-dimethyl-","Bicyclo[2.2.0]hexane, 1,4-dimethyl-",,CH2=C(CH3)CH2CH2C(CH3)=CH2,CH2=C(CH3)CH2CH2C(CH3)=CH2,,,,445.0,478.0,186000000000.0, ,130000.0
(CH3)2CHC(OO)(CH3)2->(CH3)2C(.)C(OOH)(CH3)2,1,(CH3)2CHC(OO)(CH3)2,(CH3)2CHC(OO)(CH3)2,,(CH3)2C(.)C(OOH)(CH3)2,(CH3)2C(.)C(OOH)(CH3)2,,,,300.0,1500.0,339000000000.0,0.40,110000.0
Ethyl 1-piperidineaceate->C2H4+CO2+N-Methylpiperidine,1,Ethyl 1-piperidineaceate,Ethyl 1-piperidineaceate,,C2H4 | CO2 | N-Methylpiperidine,C2H4,CO2,N-Methylpiperidine,,655.0,704.0,8130000000000.0, ,204000.0
CH2DCH2Br->CH2=CHD+HBr,1,CH2DCH2Br,CH2DCH2Br,,CH2=CHD | HBr,CH2=CHD,HBr,,,636.0,730.0,14500000000000.0, ,224000.0
CH2DCH2Br->C2H4+DBr,1,CH2DCH2Br,CH2DCH2Br,,C2H4 | DBr,C2H4,DBr,,,636.0,730.0,6760000000000.0, ,227000.0
1-Cyclobutene-1-carbonitrile->CH2=CHC(CN)=CH2,1,1-Cyclobutene-1-carbonitrile,1-Cyclobutene-1-carbonitrile,,CH2=CHC(CN)=CH2,CH2=CHC(CN)=CH2,,,,463.0,498.0,25100000000000.0, ,141000.0
CCl3CHCl->C2HCl3+Cl,1,CCl3CHCl,CCl3CHCl,,C2HCl3 | Cl,C2HCl3,Cl,,,349.0,404.0,398000000000.0, ,68600.0
CHCl2C(.)Cl2->C2HCl3+Cl,1,CHCl2C(.)Cl2,CHCl2C(.)Cl2,,C2HCl3 | Cl,C2HCl3,Cl,,,300.0,700.0,25100000000000.0, ,69800.0
CH2ClCHCl.->CH2=CHCl+Cl,1,CH2ClCHCl.,CH2ClCHCl.,,CH2=CHCl | Cl,CH2=CHCl,Cl,,,520.0,570.0,65000000000000.0, ,83000.0
CH2DCH2Cl->CH2=CHD+HCl,1,CH2DCH2Cl,CH2DCH2Cl,,CH2=CHD | HCl,CH2=CHD,HCl,,,975.0,1200.0,15800000000000.0, ,237000.0
CH2DCH2Cl->C2H4+DCl,1,CH2DCH2Cl,CH2DCH2Cl,,C2H4 | DCl,C2H4,DCl,,,975.0,1200.0,12600000000000.0, ,244000.0
"Ethenyl,2-phenyl-->Spiro[2.5]octa-1,5,7-trien-4-yl",1,"Ethenyl,2-phenyl-","Ethenyl,2-phenyl-",,"Spiro[2.5]octa-1,5,7-trien-4-yl","Spiro[2.5]octa-1,5,7-trien-4-yl",,,,250.0,2000.0,3220000000000.0,0.67,119000.0
"Ethenyl,2-phenyl-->Bicyclo[4.2.0]octa-2,4,7-trien-1-yl",1,"Ethenyl,2-phenyl-","Ethenyl,2-phenyl-",,"Bicyclo[4.2.0]octa-2,4,7-trien-1-yl","Bicyclo[4.2.0]octa-2,4,7-trien-1-yl",,,,250.0,2000.0,1880000000000.0,0.43,139000.0
"Ethenyl,2-phenyl-->2-(.)C6H4C2H3",1,"Ethenyl,2-phenyl-","Ethenyl,2-phenyl-",,2-(.)C6H4C2H3,2-(.)C6H4C2H3,,,,250.0,2000.0,1100000000000.0,0.70,115000.0
"Ethenyl,2-phenyl-->C6H5C(.)=CH2",1,"Ethenyl,2-phenyl-","Ethenyl,2-phenyl-",,C6H5C(.)=CH2,C6H5C(.)=CH2,,,,250.0,2000.0,63600000000000.0,0.45,191000.0
"Ethenyl,2-phenyl-->Phenylacetylene+H.",1,"Ethenyl,2-phenyl-","Ethenyl,2-phenyl-",,Phenylacetylene | H.,Phenylacetylene,H.,,,250.0,2000.0,40600000000000.0,0.82,163000.0
"Ethenyl,2-phenyl-->C2H2+Phenyl",1,"Ethenyl,2-phenyl-","Ethenyl,2-phenyl-",,C2H2 | Phenyl,C2H2,Phenyl,,,250.0,2000.0,937000000000000.0,0.34,191000.0
C2H5CH(CH2Cl)2->HCl+CH2=C(CH2Cl)CH2CH3,1,C2H5CH(CH2Cl)2,C2H5CH(CH2Cl)2,,HCl | CH2=C(CH2Cl)CH2CH3,HCl,CH2=C(CH2Cl)CH2CH3,,,673.0,773.0,4300000.0, ,111000.0
"Benzene, 1-(4-chlorobutyl)-4-methoxy-->HCl+Benzene, 1-(3-butenyl)-4-methoxy-",1,"Benzene, 1-(4-chlorobutyl)-4-methoxy-","Benzene, 1-(4-chlorobutyl)-4-methoxy-",,"HCl | Benzene, 1-(3-butenyl)-4-methoxy-",HCl,"Benzene, 1-(3-butenyl)-4-methoxy-",,,663.0,723.0,138000000000000.0, ,234000.0
(CH3)2Si=Si(CH3)2->(CH3)3SiSi(CH3),1,(CH3)2Si=Si(CH3)2,(CH3)2Si=Si(CH3)2,,(CH3)3SiSi(CH3),(CH3)3SiSi(CH3),,,,760.0,850.0,31600000000000.0, ,180000.0
CH3OCH(C6H5)CH=CH2->CH2O+3-Phenylpropene,1,CH3OCH(C6H5)CH=CH2,CH3OCH(C6H5)CH=CH2,,CH2O | 3-Phenylpropene,CH2O,3-Phenylpropene,,,718.0,789.0,1620000000000.0, ,182000.0
Cyclopentadecanol acetate->CH3C(O)OH+Cyclopentadecene (unspecified),1,Cyclopentadecanol acetate,Cyclopentadecanol acetate,,CH3C(O)OH | Cyclopentadecene (unspecified),CH3C(O)OH,Cyclopentadecene (unspecified),,,563.0,622.0,2880000000000.0, ,177000.0
"Benzeneethanol, 4-methoxy-, acetate->CH3C(O)OH+Benzene, 1-ethenyl-4-methoxy-",1,"Benzeneethanol, 4-methoxy-, acetate","Benzeneethanol, 4-methoxy-, acetate",,"CH3C(O)OH | Benzene, 1-ethenyl-4-methoxy-",CH3C(O)OH,"Benzene, 1-ethenyl-4-methoxy-",,,642.0,702.0,3240000000000.0, ,192000.0
"Benzeneethanol, 4-methyl-, acetate->CH3C(O)OH+4-Methylstyrene",1,"Benzeneethanol, 4-methyl-, acetate","Benzeneethanol, 4-methyl-, acetate",,CH3C(O)OH | 4-Methylstyrene,CH3C(O)OH,4-Methylstyrene,,,642.0,702.0,3160000000000.0, ,192000.0
(CH3)2CClC(O)OCH3->CH2=C(CH3)COOCH3+HCl,1,(CH3)2CClC(O)OCH3,(CH3)2CClC(O)OCH3,,CH2=C(CH3)COOCH3 | HCl,CH2=C(CH3)COOCH3,HCl,,,613.0,693.0,64600000000000.0, ,215000.0
"1,2,4-Trioxolane, 3,3-dimethyl-->HCOOH+(CH3)2CO",1,"1,2,4-Trioxolane, 3,3-dimethyl-","1,2,4-Trioxolane, 3,3-dimethyl-",,HCOOH | (CH3)2CO,HCOOH,(CH3)2CO,,,343.0,386.0,3550000000.0, ,99800.0
"Cyclobutene, 1-ethenyl-2-ethyl-->CH2=CHC(=CH2)C(=CH2)CH2CH3",1,"Cyclobutene, 1-ethenyl-2-ethyl-","Cyclobutene, 1-ethenyl-2-ethyl-",,CH2=CHC(=CH2)C(=CH2)CH2CH3,CH2=CHC(=CH2)C(=CH2)CH2CH3,,,,434.0,465.0,53600000000000.0, ,150000.0
"4-formylphenoxyacetic acid->CH2O+Benzaldehyde, 4-hydroxy-+CO",1,4-formylphenoxyacetic acid,4-formylphenoxyacetic acid,,"CH2O | Benzaldehyde, 4-hydroxy- | CO",CH2O,"Benzaldehyde, 4-hydroxy-",CO,,551.0,596.0,20900000000.0, ,148000.0
"Germacyclobutane, 1,1-dimethyl-->CH3CH=CH2+(CH3)2Ge:",1,"Germacyclobutane, 1,1-dimethyl-","Germacyclobutane, 1,1-dimethyl-",,CH3CH=CH2 | (CH3)2Ge:,CH3CH=CH2,(CH3)2Ge:,,,683.0,751.0,126000000000000.0, ,254000.0
"Germacyclobutane, 1,1-dimethyl-->C2H4+(CH3)2Ge=CH2",1,"Germacyclobutane, 1,1-dimethyl-","Germacyclobutane, 1,1-dimethyl-",,C2H4 | (CH3)2Ge=CH2,C2H4,(CH3)2Ge=CH2,,,683.0,751.0,501000000000000.0, ,264000.0
CF3O->COF2+.F,1,CF3O,CF3O,,COF2 | .F,COF2,.F,,,484.0,577.0,316000000000000.0, ,130000.0
"Cyclohexaneethanol acetate->CH3C(O)OH+Cyclohexane, ethenyl-",1,Cyclohexaneethanol acetate,Cyclohexaneethanol acetate,,"CH3C(O)OH | Cyclohexane, ethenyl-",CH3C(O)OH,"Cyclohexane, ethenyl-",,,633.0,693.0,20000000000000.0, ,208000.0
n-C3H7CHOH->H.+CH3CH2CH=CHOH,1,n-C3H7CHOH,n-C3H7CHOH,,H. | CH3CH2CH=CHOH,H.,CH3CH2CH=CHOH,,,800.0,2000.0,2100000000000000.0,-8.47,143000.0
n-C3H7CHOH->CH2=CHOH+.C2H5,1,n-C3H7CHOH,n-C3H7CHOH,,CH2=CHOH | .C2H5,CH2=CHOH,.C2H5,,,800.0,2000.0,2.6e+17,-7.73,128000.0
n-C3H7CHOH->CH3CH2CH2CHO+H.,1,n-C3H7CHOH,n-C3H7CHOH,,CH3CH2CH2CHO | H.,CH3CH2CH2CHO,H.,,,800.0,2000.0,3.05e+16,-8.04,134000.0
"trans-2,3-Dimethyloxirane->cis-2,3-Dimethyloxirane",1,"trans-2,3-Dimethyloxirane","trans-2,3-Dimethyloxirane",,"cis-2,3-Dimethyloxirane","cis-2,3-Dimethyloxirane",,,,668.0,740.0,468000000000000.0, ,264000.0
"trans-2,3-Dimethyloxirane->CH2=CHCH(OH)CH3",1,"trans-2,3-Dimethyloxirane","trans-2,3-Dimethyloxirane",,CH2=CHCH(OH)CH3,CH2=CHCH(OH)CH3,,,,668.0,740.0,5370000000000.0, ,233000.0
"trans-2,3-Dimethyloxirane->CH2=CHOC2H5",1,"trans-2,3-Dimethyloxirane","trans-2,3-Dimethyloxirane",,CH2=CHOC2H5,CH2=CHOC2H5,,,,668.0,740.0,170000000000000.0, ,263000.0
"trans-2,3-Dimethyloxirane->C2H5COCH3",1,"trans-2,3-Dimethyloxirane","trans-2,3-Dimethyloxirane",,C2H5COCH3,C2H5COCH3,,,,668.0,740.0,174000000000000.0, ,248000.0
CH3C(S)NHC(CH3)3->CH3CSNH2+iso-C4H8,1,CH3C(S)NHC(CH3)3,CH3C(S)NHC(CH3)3,,CH3CSNH2 | iso-C4H8,CH3CSNH2,iso-C4H8,,,639.0,700.0,380000000000.0, ,1688.0
CH3SNO2->CH3S.+NO2,1,CH3SNO2,CH3SNO2,,CH3S. | NO2,CH3S.,NO2,,,200.0,500.0,5.25e+17,-1.32,171000.0
CH3C(S)OCH3->CH3C(O)SCH3,1,CH3C(S)OCH3,CH3C(S)OCH3,,CH3C(O)SCH3,CH3C(O)SCH3,,,,678.0,704.0,7940000000000.0, ,191000.0
CH3CHBrCN->CH3CH=CHCN+HBr,1,CH3CHBrCN,CH3CHBrCN,,CH3CH=CHCN | HBr,CH3CH=CHCN,HBr,,,643.0,693.0,55000000000000.0, ,214000.0
CF3CH2Si(CH3)3->CH2=CF2+(CH3)3SiF,1,CF3CH2Si(CH3)3,CF3CH2Si(CH3)3,,CH2=CF2 | (CH3)3SiF,CH2=CF2,(CH3)3SiF,,,574.0,668.0,2400000000000.0, ,198000.0
n-C6H13O2->CH3C(.)HCH2CH2CH2CH2OOH,1,n-C6H13O2,n-C6H13O2,,CH3C(.)HCH2CH2CH2CH2OOH,CH3C(.)HCH2CH2CH2CH2OOH,,,,300.0,1500.0,387000000.0,1.00,76100.0
"5-Methylene 1,3-cyclohexadiene->Toluene",1,"5-Methylene 1,3-cyclohexadiene","5-Methylene 1,3-cyclohexadiene",,Toluene,Toluene,,,,753.0,753.0,25700000000000.0, ,238000.0
"Benzonitrile, 4-(1-chloroethyl)-->Benzonitrile, 4-ethenyl-+HCl",1,"Benzonitrile, 4-(1-chloroethyl)-","Benzonitrile, 4-(1-chloroethyl)-",,"Benzonitrile, 4-ethenyl- | HCl","Benzonitrile, 4-ethenyl-",HCl,,,609.0,670.0,2840000000000.0, ,197000.0
"Benzene, 1-bromo-4-(1-chloroethyl)-->Benzene, 1-bromo-4-ethenyl-+HCl",1,"Benzene, 1-bromo-4-(1-chloroethyl)-","Benzene, 1-bromo-4-(1-chloroethyl)-",,"Benzene, 1-bromo-4-ethenyl- | HCl","Benzene, 1-bromo-4-ethenyl-",HCl,,,616.0,659.0,1710000000000.0, ,185000.0
C2H5C(O)OC(CH3)3->C2H5COOH+iso-C4H8,1,C2H5C(O)OC(CH3)3,C2H5C(O)OC(CH3)3,,C2H5COOH | iso-C4H8,C2H5COOH,iso-C4H8,,,543.0,620.0,3630000000000.0, ,160000.0
SiHCl2SiH2Cl->SiH3Cl+SiCl2,1,SiHCl2SiH2Cl,SiHCl2SiH2Cl,,SiH3Cl | SiCl2,SiH3Cl,SiCl2,,,800.0,1300.0,12600000000000.0, ,206000.0
SiHCl2SiH2Cl->SiHCl3+SiH2,1,SiHCl2SiH2Cl,SiHCl2SiH2Cl,,SiHCl3 | SiH2,SiHCl3,SiH2,,,800.0,1300.0,12600000000000.0, ,213000.0
SiHCl2SiH2Cl->SiH2Cl2+SiHCl,1,SiHCl2SiH2Cl,SiHCl2SiH2Cl,,SiH2Cl2 | SiHCl,SiH2Cl2,SiHCl,,,800.0,1300.0,39800000000000.0, ,196000.0
H3Si-SiHCl2->SiH3Cl+SiHCl,1,H3Si-SiHCl2,H3Si-SiHCl2,,SiH3Cl | SiHCl,SiH3Cl,SiHCl,,,800.0,1300.0,63100000000000.0, ,218000.0
H3Si-SiHCl2->SiH4+SiCl2,1,H3Si-SiHCl2,H3Si-SiHCl2,,SiH4 | SiCl2,SiH4,SiCl2,,,800.0,1300.0,20000000000000.0, ,225000.0
H3Si-SiHCl2->SiH2Cl2+SiH2,1,H3Si-SiHCl2,H3Si-SiHCl2,,SiH2Cl2 | SiH2,SiH2Cl2,SiH2,,,800.0,1300.0,126000000000000.0, ,209000.0
"Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, trans-->CH3C(O)OH+Cyclohexene, 3-(1,1-dimethylethyl)-",1,"Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, trans-","Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, trans-",,"CH3C(O)OH | Cyclohexene, 3-(1,1-dimethylethyl)-",CH3C(O)OH,"Cyclohexene, 3-(1,1-dimethylethyl)-",,,588.0,643.0,15800000000000.0, ,184000.0
"Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, trans-->CH3C(O)OH+Cyclohexene, 1-(1,1-dimethylethyl)-",1,"Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, trans-","Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, trans-",,"CH3C(O)OH | Cyclohexene, 1-(1,1-dimethylethyl)-",CH3C(O)OH,"Cyclohexene, 1-(1,1-dimethylethyl)-",,,588.0,643.0,47300000000000.0, ,184000.0
"Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, cis-->CH3C(O)OH+Cyclohexene, 3-(1,1-dimethylethyl)-",1,"Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, cis-","Cyclohexanol, 2-(1,1-dimethylethyl)-, acetate, cis-",,"CH3C(O)OH | Cyclohexene, 3-(1,1-dimethylethyl)-",CH3C(O)OH,"Cyclohexene, 3-(1,1-dimethylethyl)-",,,618.0,688.0,12600000000000.0, ,197000.0
Methanesulfonic acid 2-phenylethyl ester->HOSO2CH3+Styrene,1,Methanesulfonic acid 2-phenylethyl ester,Methanesulfonic acid 2-phenylethyl ester,,HOSO2CH3 | Styrene,HOSO2CH3,Styrene,,,553.0,613.0,1550000000000.0, ,167000.0
"Benzene, 1-chloro-4-(1-chloroethyl)-->Benzene, 1-chloro-4-ethenyl-+HCl",1,"Benzene, 1-chloro-4-(1-chloroethyl)-","Benzene, 1-chloro-4-(1-chloroethyl)-",,"Benzene, 1-chloro-4-ethenyl- | HCl","Benzene, 1-chloro-4-ethenyl-",HCl,,,603.0,660.0,1740000000000.0, ,185000.0
"Benzene, 1-1(1-chloroethyl)-3-methyl-->3-Methylstyrene+HCl",1,"Benzene, 1-1(1-chloroethyl)-3-methyl-","Benzene, 1-1(1-chloroethyl)-3-methyl-",,3-Methylstyrene | HCl,3-Methylstyrene,HCl,,,583.0,640.0,1100000000000.0, ,179000.0
n-C4H9O2->n-C3H7CHO+.OH,1,n-C4H9O2,n-C4H9O2,,n-C3H7CHO | .OH,n-C3H7CHO,.OH,,,300.0,2000.0,2430000000000.0,1.27,167000.0
n-C4H9O2->1-C4H8+HO2,1,n-C4H9O2,n-C4H9O2,,1-C4H8 | HO2,1-C4H8,HO2,,,500.0,1200.0,428000000000.0,1.33,122000.0
n-C4H9O2->CH3CH2CH(.)CH2OOH,1,n-C4H9O2,n-C4H9O2,,CH3CH2CH(.)CH2OOH,CH3CH2CH(.)CH2OOH,,,,500.0,1200.0,1010000000.0,3.56,103000.0
